Food label,energy_kj,energy_kcal,Protein,Carbohydrates,Total Sugar,salt,Fibre,Fat,Saturated_fat,Monounsaturated_fat,Polyunsaturated_fat,n-6_poly,n-3_poly,Trans_fat,Cholesterol,total_vitamin_A,Retinol,Carotene,Vitamin_D,Vitamin_E,Vitamin_K,Thiamin,Riboflavin,Tryptophan,Niacin_equivalent,Vitamin_B6,Vitamin_B12,Total_folate,Natural_folate,Folic_acid,Dietary_folate_equivalents,Pantothenate,Biotin,Vitamin_C,Sodium,Potassium,Calcium,Magnesium,Phosphorus,Iron,Copper,Zinc,Selenium,Iodine
tmpubvce4xl.png,2392.0,582.0,0.5,1.0,0.0,1.34,0.0,63.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
